iter	Accuracy	MultiClass
883	0.8909337473	0.3265775359
884	0.8909649432	0.3264736262
885	0.8910456854	0.326286623
886	0.8910511906	0.3261608647
887	0.8911300978	0.3260513638
888	0.8912567163	0.3258664537
889	0.8913613142	0.3257184167
890	0.8913870049	0.325621073
891	0.8914071905	0.3255108839
892	0.8915998708	0.3253589761
893	0.8916512522	0.3252567007
894	0.8917026337	0.3251878003
895	0.8916457471	0.3250668016
896	0.8916897883	0.3249004714
897	0.8917283244	0.3248156003
898	0.891787046	0.3247223281
899	0.8917925512	0.3246476358
900	0.8918402625	0.3245362712
901	0.8919852315	0.3243814387
902	0.8919723862	0.3242607268
903	0.8919797264	0.3242049871
904	0.8920971696	0.3240922748
905	0.8921705717	0.3239924366
906	0.8922439737	0.3239039527
907	0.8923375613	0.3237734921
908	0.8923650871	0.3236627296
909	0.8923559118	0.3235504187
910	0.8924219736	0.3234408031
911	0.8925027159	0.3232848524
912	0.8925834581	0.3231690435
913	0.8926678705	0.3230524318
914	0.892759623	0.3228962517
915	0.8927981591	0.322768773
916	0.8927651282	0.3226685907
917	0.8929614786	0.3224944903
918	0.8930257054	0.3223980641
919	0.8930715817	0.3222911723
920	0.8931394786	0.3221847681
921	0.893192695	0.3221066924
922	0.8932477466	0.3219970194
923	0.893299128	0.3218197076
924	0.8933596847	0.321697218
925	0.8933431692	0.3216149848
926	0.8934147362	0.321460095
927	0.8935780557	0.321278597
928	0.8935945712	0.3212178969
929	0.8936514578	0.3211218722
930	0.8937266949	0.321001963
931	0.8938129422	0.3209040172
932	0.8939248804	0.3207589335
933	0.893912035	0.3206771304
934	0.8940808597	0.3204478637
935	0.8940900349	0.3203735154
936	0.8940863648	0.3202480438
937	0.8941872926	0.3201062001
938	0.8942753751	0.3199499341
939	0.8943029008	0.3198120759
940	0.8944258493	0.3196323269
941	0.8944698905	0.3194876159
942	0.8945469626	0.3193783731
943	0.8945671482	0.3193011862
944	0.8946460554	0.3191955274
945	0.8946809213	0.3191381247
946	0.8947286327	0.3190175275
947	0.8948222203	0.3189314235
948	0.8948772718	0.3188110556
949	0.8949543439	0.3187342128
950	0.89499288	0.3186547895
951	0.8950754573	0.3184921295
952	0.8951433542	0.3183977964
953	0.8952222614	0.3182284843
954	0.8952626325	0.3181295062
955	0.8953580551	0.3180497675
956	0.8953837459	0.317919909
957	0.8954131067	0.3177905666
958	0.8954901788	0.3176813237
959	0.8956865293	0.3175139613
960	0.8957158901	0.3174165316
961	0.8957434158	0.3173276463
962	0.8957470859	0.3172651685
963	0.895785622	0.3171019637
964	0.895822323	0.3170183542
965	0.8958792096	0.3169223294
966	0.89589389	0.3168669051
967	0.8959360962	0.3167799122
968	0.8959911477	0.3166384126
969	0.8959746323	0.3164900889
970	0.896145292	0.3163301814
971	0.8962095188	0.3162178706
972	0.8961599724	0.3161405404
973	0.8962076837	0.3160682566
974	0.8962425497	0.3159857079
975	0.8963012713	0.3159014963
976	0.896290261	0.3158405669
977	0.8963728383	0.3157438826
978	0.8964627558	0.3155881614
979	0.8965141372	0.3154506185
980	0.8965379929	0.3154016743
981	0.8966205702	0.3152499959
982	0.8967013124	0.3151041667
983	0.8967875598	0.315016457
984	0.8967838897	0.31495785
985	0.896758199	0.3148582412
986	0.8968499516	0.3147414
987	0.8968738072	0.314602825
988	0.897046302	0.3144932667
989	0.8970481371	0.3143996505
990	0.8972499927	0.3142116151
991	0.8973288999	0.3140642376
992	0.8973729411	0.3139840688
993	0.8973784462	0.313886553
994	0.8974023019	0.3138111726
995	0.8974812091	0.313700152
996	0.8975270854	0.3136272661
997	0.897549106	0.3135332484
998	0.8975711266	0.3134024723
999	0.8975692915	0.3133403673
